index,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,nonzero_mean,output_type,gtex_tissue,histone_mark,transcription_factor
1071,EFO:0002067 TF ChIP-seq TFE3 genetically modified (insertion) using CRISPR targeting H. sapiens TFE3,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7611032724380493,OutputType.CHIP_TF,NaN,NaN,TFE3
1072,EFO:0002067 TF ChIP-seq THAP1,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,1.4245359897613525,OutputType.CHIP_TF,NaN,NaN,THAP1
1073,EFO:0002067 TF ChIP-seq THAP12 genetically modified (insertion) using CRISPR targeting H. sapiens THAP12,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7734336256980896,OutputType.CHIP_TF,NaN,NaN,THAP12
1074,EFO:0002067 TF ChIP-seq TOE1,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7115976810455322,OutputType.CHIP_TF,NaN,NaN,TOE1
1075,EFO:0002067 TF ChIP-seq TRIM24,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7081927061080933,OutputType.CHIP_TF,NaN,NaN,TRIM24
1076,EFO:0002067 TF ChIP-seq TRIM28,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7611648440361023,OutputType.CHIP_TF,NaN,NaN,TRIM28
1077,EFO:0002067 TF ChIP-seq U2AF2,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,1.2891260385513306,OutputType.CHIP_TF,NaN,NaN,U2AF2
1078,EFO:0002067 TF ChIP-seq UBTF,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,0.8744702935218811,OutputType.CHIP_TF,NaN,NaN,UBTF
1079,EFO:0002067 TF ChIP-seq USF1 genetically modified (insertion) using CRISPR targeting H. sapiens USF1,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.8369629979133606,OutputType.CHIP_TF,NaN,NaN,USF1
1080,EFO:0002067 TF ChIP-seq USF2 genetically modified (insertion) using CRISPR targeting H. sapiens USF2,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.681108295917511,OutputType.CHIP_TF,NaN,NaN,USF2
1081,EFO:0002067 TF ChIP-seq VEZF1 genetically modified (insertion) using CRISPR targeting H. sapiens VEZF1,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.6542762517929077,OutputType.CHIP_TF,NaN,NaN,VEZF1
1082,EFO:0002067 TF ChIP-seq XRCC4,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,2.3625569343566895,OutputType.CHIP_TF,NaN,NaN,XRCC4
1083,EFO:0002067 TF ChIP-seq XRCC5,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,1.0818839073181152,OutputType.CHIP_TF,NaN,NaN,XRCC5
1084,EFO:0002067 TF ChIP-seq YY1,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,2.0809175968170166,OutputType.CHIP_TF,NaN,NaN,YY1
1085,EFO:0002067 TF ChIP-seq ZBTB1 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB1,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.8036295771598816,OutputType.CHIP_TF,NaN,NaN,ZBTB1
1086,EFO:0002067 TF ChIP-seq ZBTB11,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,0.9554795026779175,OutputType.CHIP_TF,NaN,NaN,ZBTB11
1087,EFO:0002067 TF ChIP-seq ZBTB11 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB11,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7504832744598389,OutputType.CHIP_TF,NaN,NaN,ZBTB11
1088,EFO:0002067 TF ChIP-seq ZBTB12 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB12,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7808088064193726,OutputType.CHIP_TF,NaN,NaN,ZBTB12
1089,EFO:0002067 TF ChIP-seq ZBTB17 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB17,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7335343956947327,OutputType.CHIP_TF,NaN,NaN,ZBTB17
1090,EFO:0002067 TF ChIP-seq ZBTB2,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7584373354911804,OutputType.CHIP_TF,NaN,NaN,ZBTB2
1091,EFO:0002067 TF ChIP-seq ZBTB33,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7912142872810364,OutputType.CHIP_TF,NaN,NaN,ZBTB33
1092,EFO:0002067 TF ChIP-seq ZBTB33 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB33,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7409558892250061,OutputType.CHIP_TF,NaN,NaN,ZBTB33
1093,EFO:0002067 TF ChIP-seq ZBTB40,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.6905468106269836,OutputType.CHIP_TF,NaN,NaN,ZBTB40
1094,EFO:0002067 TF ChIP-seq ZBTB40 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB40,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.6986982226371765,OutputType.CHIP_TF,NaN,NaN,ZBTB40
1095,EFO:0002067 TF ChIP-seq ZBTB7A,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,1.208380937576294,OutputType.CHIP_TF,NaN,NaN,ZBTB7A
1096,EFO:0002067 TF ChIP-seq ZBTB9 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB9,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7413772344589233,OutputType.CHIP_TF,NaN,NaN,ZBTB9
1097,EFO:0002067 TF ChIP-seq ZC3H8,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7503007650375366,OutputType.CHIP_TF,NaN,NaN,ZC3H8
1098,EFO:0002067 TF ChIP-seq ZEB2,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7449125051498413,OutputType.CHIP_TF,NaN,NaN,ZEB2
1099,EFO:0002067 TF ChIP-seq ZFP36,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,1.143924593925476,OutputType.CHIP_TF,NaN,NaN,ZFP36
1100,EFO:0002067 TF ChIP-seq ZFP91,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7139805555343628,OutputType.CHIP_TF,NaN,NaN,ZFP91
1101,EFO:0002067 TF ChIP-seq ZFX genetically modified (insertion) using CRISPR targeting H. sapiens ZFX,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.6198107600212097,OutputType.CHIP_TF,NaN,NaN,ZFX
1102,EFO:0002067 TF ChIP-seq ZKSCAN1,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,1.0362964868545532,OutputType.CHIP_TF,NaN,NaN,ZKSCAN1
1103,EFO:0002067 TF ChIP-seq ZKSCAN8 genetically modified (insertion) using CRISPR targeting H. sapiens ZKSCAN8,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7075083255767822,OutputType.CHIP_TF,NaN,NaN,ZKSCAN8
1104,EFO:0002067 TF ChIP-seq ZMIZ1,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,0.9531635642051697,OutputType.CHIP_TF,NaN,NaN,ZMIZ1
1105,EFO:0002067 TF ChIP-seq ZMYM3,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,0.8098875880241394,OutputType.CHIP_TF,NaN,NaN,ZMYM3
1106,EFO:0002067 TF ChIP-seq ZNF12 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF12,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.8228415846824646,OutputType.CHIP_TF,NaN,NaN,ZNF12
1107,EFO:0002067 TF ChIP-seq ZNF121 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF121,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7805959582328796,OutputType.CHIP_TF,NaN,NaN,ZNF121
1108,EFO:0002067 TF ChIP-seq ZNF134 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF134,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7654262781143188,OutputType.CHIP_TF,NaN,NaN,ZNF134
1109,EFO:0002067 TF ChIP-seq ZNF143 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF143,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7785401344299316,OutputType.CHIP_TF,NaN,NaN,ZNF143
1110,EFO:0002067 TF ChIP-seq ZNF146 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF146,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,1.1091911792755127,OutputType.CHIP_TF,NaN,NaN,ZNF146
1111,EFO:0002067 TF ChIP-seq ZNF148 stably expressing C-terminal eGFP-tagged ZNF148,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.727380096912384,OutputType.CHIP_TF,NaN,NaN,ZNF148
1112,EFO:0002067 TF ChIP-seq ZNF175 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF175,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7586915493011475,OutputType.CHIP_TF,NaN,NaN,ZNF175
1113,EFO:0002067 TF ChIP-seq ZNF184,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7603538632392883,OutputType.CHIP_TF,NaN,NaN,ZNF184
1114,EFO:0002067 TF ChIP-seq ZNF197 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF197,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.8466202616691589,OutputType.CHIP_TF,NaN,NaN,ZNF197
1115,EFO:0002067 TF ChIP-seq ZNF239 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF239,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7505562901496887,OutputType.CHIP_TF,NaN,NaN,ZNF239
1116,EFO:0002067 TF ChIP-seq ZNF24,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7610437273979187,OutputType.CHIP_TF,NaN,NaN,ZNF24
1117,EFO:0002067 TF ChIP-seq ZNF24 stably expressing C-terminal eGFP-tagged ZNF24,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7622102499008179,OutputType.CHIP_TF,NaN,NaN,ZNF24
1118,EFO:0002067 TF ChIP-seq ZNF263 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF263,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.8663104176521301,OutputType.CHIP_TF,NaN,NaN,ZNF263
1119,EFO:0002067 TF ChIP-seq ZNF274,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,0.8948808908462524,OutputType.CHIP_TF,NaN,NaN,ZNF274
1120,EFO:0002067 TF ChIP-seq ZNF281 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF281,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7336156368255615,OutputType.CHIP_TF,NaN,NaN,ZNF281
1121,EFO:0002067 TF ChIP-seq ZNF282,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7545889616012573,OutputType.CHIP_TF,NaN,NaN,ZNF282
1122,EFO:0002067 TF ChIP-seq ZNF316,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7226758599281311,OutputType.CHIP_TF,NaN,NaN,ZNF316
1123,EFO:0002067 TF ChIP-seq ZNF317 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF317,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7820757031440735,OutputType.CHIP_TF,NaN,NaN,ZNF317
1124,EFO:0002067 TF ChIP-seq ZNF318,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.816116452217102,OutputType.CHIP_TF,NaN,NaN,ZNF318
1125,EFO:0002067 TF ChIP-seq ZNF319 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF319,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7530524730682373,OutputType.CHIP_TF,NaN,NaN,ZNF319
1126,EFO:0002067 TF ChIP-seq ZNF384,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,false,1.01952064037323,OutputType.CHIP_TF,NaN,NaN,ZNF384
1127,EFO:0002067 TF ChIP-seq ZNF395 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF395,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.6599109172821045,OutputType.CHIP_TF,NaN,NaN,ZNF395
1128,EFO:0002067 TF ChIP-seq ZNF407,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7549965381622314,OutputType.CHIP_TF,NaN,NaN,ZNF407
1129,EFO:0002067 TF ChIP-seq ZNF431 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF431,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.8988416790962219,OutputType.CHIP_TF,NaN,NaN,ZNF431
1130,EFO:0002067 TF ChIP-seq ZNF507 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF507,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.8188410401344299,OutputType.CHIP_TF,NaN,NaN,ZNF507
1131,EFO:0002067 TF ChIP-seq ZNF507 stably expressing C-terminal eGFP-tagged ZNF507,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7451781034469604,OutputType.CHIP_TF,NaN,NaN,ZNF507
1132,EFO:0002067 TF ChIP-seq ZNF511 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF511,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.9621068239212036,OutputType.CHIP_TF,NaN,NaN,ZNF511
1133,EFO:0002067 TF ChIP-seq ZNF512 stably expressing C-terminal eGFP-tagged ZNF512,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7735694050788879,OutputType.CHIP_TF,NaN,NaN,ZNF512
1134,EFO:0002067 TF ChIP-seq ZNF584 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF584,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7588493227958679,OutputType.CHIP_TF,NaN,NaN,ZNF584
1135,EFO:0002067 TF ChIP-seq ZNF589 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF589,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7043750882148743,OutputType.CHIP_TF,NaN,NaN,ZNF589
1136,EFO:0002067 TF ChIP-seq ZNF592,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.6934133768081665,OutputType.CHIP_TF,NaN,NaN,ZNF592
1137,EFO:0002067 TF ChIP-seq ZNF639,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7604506611824036,OutputType.CHIP_TF,NaN,NaN,ZNF639
1138,EFO:0002067 TF ChIP-seq ZNF639 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF639,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7275359034538269,OutputType.CHIP_TF,NaN,NaN,ZNF639
1139,EFO:0002067 TF ChIP-seq ZNF644 stably expressing C-terminal eGFP-tagged ZNF644,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7421042323112488,OutputType.CHIP_TF,NaN,NaN,ZNF644
1140,EFO:0002067 TF ChIP-seq ZNF7 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF7,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.9929322600364685,OutputType.CHIP_TF,NaN,NaN,ZNF7
1141,EFO:0002067 TF ChIP-seq ZNF740 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF740,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.8395931124687195,OutputType.CHIP_TF,NaN,NaN,ZNF740
1142,EFO:0002067 TF ChIP-seq ZNF740 stably expressing C-terminal eGFP-tagged ZNF740,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7609802484512329,OutputType.CHIP_TF,NaN,NaN,ZNF740
1143,EFO:0002067 TF ChIP-seq ZNF766 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF766,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.6957311034202576,OutputType.CHIP_TF,NaN,NaN,ZNF766
1144,EFO:0002067 TF ChIP-seq ZNF778 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF778,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,true,0.7747440338134766,OutputType.CHIP_TF,NaN,NaN,ZNF778
1145,EFO:0002067 TF ChIP-seq ZNF83 stably expressing C-terminal eGFP-tagged ZNF83,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,single,true,0.7454000115394592,OutputType.CHIP_TF,NaN,NaN,ZNF83
1146,EFO:0002067 TF ChIP-seq ZSCAN29,.,TF ChIP-seq,EFO:0002067,K562,cell_line,adult,encode,paired,false,0.7692245244979858,OutputType.CHIP_TF,NaN,NaN,ZSCAN29
1147,EFO:0002071 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002071,LNCAP,cell_line,adult,encode,paired,false,0.8256818056106567,OutputType.CHIP_TF,NaN,NaN,CTCF
1148,EFO:0002074 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002074,PC-3,cell_line,adult,encode,single,false,0.7678418755531311,OutputType.CHIP_TF,NaN,NaN,CTCF
1149,EFO:0002095 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002095,22Rv1,cell_line,unknown,encode,paired,false,0.8047417998313904,OutputType.CHIP_TF,NaN,NaN,CTCF
1150,EFO:0002106 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002106,A673,cell_line,child,encode,single,false,0.9041909575462341,OutputType.CHIP_TF,NaN,NaN,CTCF
1151,EFO:0002167 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,encode,single,false,0.9119095802307129,OutputType.CHIP_TF,NaN,NaN,CTCF
1152,EFO:0002323 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002323,RWPE1,cell_line,adult,encode,paired,false,0.7968147397041321,OutputType.CHIP_TF,NaN,NaN,CTCF
1153,EFO:0002324 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0002324,Raji,cell_line,child,encode,single,false,1.6285711526870728,OutputType.CHIP_TF,NaN,NaN,POLR2A
1154,EFO:0002713 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002713,Panc1,cell_line,adult,encode,paired,false,0.6075640320777893,OutputType.CHIP_TF,NaN,NaN,CTCF
1155,EFO:0002713 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,EFO:0002713,Panc1,cell_line,adult,encode,single,false,1.0583422183990479,OutputType.CHIP_TF,NaN,NaN,POLR2AphosphoS5
1156,EFO:0002713 TF ChIP-seq REST,.,TF ChIP-seq,EFO:0002713,Panc1,cell_line,adult,encode,single,false,0.9162997603416443,OutputType.CHIP_TF,NaN,NaN,REST
1157,EFO:0002713 TF ChIP-seq SIN3A,.,TF ChIP-seq,EFO:0002713,Panc1,cell_line,adult,encode,single,false,1.2874321937561035,OutputType.CHIP_TF,NaN,NaN,SIN3A
1158,EFO:0002713 TF ChIP-seq TCF7L2,.,TF ChIP-seq,EFO:0002713,Panc1,cell_line,adult,encode,single,false,0.9237092137336731,OutputType.CHIP_TF,NaN,NaN,TCF7L2
1159,EFO:0002717 TF ChIP-seq GATA2,.,TF ChIP-seq,EFO:0002717,SH-SY5Y,cell_line,child,encode,single,false,0.8370505571365356,OutputType.CHIP_TF,NaN,NaN,GATA2
1160,EFO:0002717 TF ChIP-seq GATA3,.,TF ChIP-seq,EFO:0002717,SH-SY5Y,cell_line,child,encode,single,false,0.8342966437339783,OutputType.CHIP_TF,NaN,NaN,GATA3
1161,EFO:0002779 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002779,BJ,cell_line,newborn,encode,single,false,1.5481891632080078,OutputType.CHIP_TF,NaN,NaN,CTCF
1162,EFO:0002782 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002782,H54,cell_line,adult,encode,single,false,0.8849052786827087,OutputType.CHIP_TF,NaN,NaN,CTCF
1163,EFO:0002782 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0002782,H54,cell_line,adult,encode,single,false,1.3881546258926392,OutputType.CHIP_TF,NaN,NaN,POLR2A
1164,EFO:0002783 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002783,GM06990,cell_line,unknown,encode,single,false,1.6623926162719727,OutputType.CHIP_TF,NaN,NaN,CTCF
1165,EFO:0002784 TF ChIP-seq ARID3A,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.8466317653656006,OutputType.CHIP_TF,NaN,NaN,ARID3A
1166,EFO:0002784 TF ChIP-seq ARNT,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.763182520866394,OutputType.CHIP_TF,NaN,NaN,ARNT
1167,EFO:0002784 TF ChIP-seq ATF2,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.8114324808120728,OutputType.CHIP_TF,NaN,NaN,ATF2
1168,EFO:0002784 TF ChIP-seq ATF7,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.8121883869171143,OutputType.CHIP_TF,NaN,NaN,ATF7
1169,EFO:0002784 TF ChIP-seq BACH1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.8098840117454529,OutputType.CHIP_TF,NaN,NaN,BACH1
1170,EFO:0002784 TF ChIP-seq BATF,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,1.2688853740692139,OutputType.CHIP_TF,NaN,NaN,BATF
1171,EFO:0002784 TF ChIP-seq BCL11A,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,1.2637768983840942,OutputType.CHIP_TF,NaN,NaN,BCL11A
1172,EFO:0002784 TF ChIP-seq BCLAF1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.8979194164276123,OutputType.CHIP_TF,NaN,NaN,BCLAF1
1173,EFO:0002784 TF ChIP-seq BHLHE40,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.8036395907402039,OutputType.CHIP_TF,NaN,NaN,BHLHE40
1174,EFO:0002784 TF ChIP-seq BMI1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.7649086713790894,OutputType.CHIP_TF,NaN,NaN,BMI1
1175,EFO:0002784 TF ChIP-seq CBFB,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.9959642887115479,OutputType.CHIP_TF,NaN,NaN,CBFB
1176,EFO:0002784 TF ChIP-seq CBX5,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,1.2796146869659424,OutputType.CHIP_TF,NaN,NaN,CBX5
1177,EFO:0002784 TF ChIP-seq CHD2,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,1.0071414709091187,OutputType.CHIP_TF,NaN,NaN,CHD2
1178,EFO:0002784 TF ChIP-seq CREB1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,1.0426172018051147,OutputType.CHIP_TF,NaN,NaN,CREB1
1179,EFO:0002784 TF ChIP-seq CREM,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.9329168796539307,OutputType.CHIP_TF,NaN,NaN,CREM
1180,EFO:0002784 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.6975416541099548,OutputType.CHIP_TF,NaN,NaN,CTCF
1181,EFO:0002784 TF ChIP-seq DPF2,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.765080451965332,OutputType.CHIP_TF,NaN,NaN,DPF2
1182,EFO:0002784 TF ChIP-seq E4F1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.8697091937065125,OutputType.CHIP_TF,NaN,NaN,E4F1
1183,EFO:0002784 TF ChIP-seq EBF1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,1.1038413047790527,OutputType.CHIP_TF,NaN,NaN,EBF1
1184,EFO:0002784 TF ChIP-seq EED,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.9315423965454102,OutputType.CHIP_TF,NaN,NaN,EED
1185,EFO:0002784 TF ChIP-seq EGR1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,1.2793463468551636,OutputType.CHIP_TF,NaN,NaN,EGR1
1186,EFO:0002784 TF ChIP-seq ELF1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.7402936816215515,OutputType.CHIP_TF,NaN,NaN,ELF1
1187,EFO:0002784 TF ChIP-seq ELK1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.9147463440895081,OutputType.CHIP_TF,NaN,NaN,ELK1
1188,EFO:0002784 TF ChIP-seq EP300,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.8372145295143127,OutputType.CHIP_TF,NaN,NaN,EP300
1189,EFO:0002784 TF ChIP-seq ETS1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,1.1213937997817993,OutputType.CHIP_TF,NaN,NaN,ETS1
1190,EFO:0002784 TF ChIP-seq ETV6,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.8782020211219788,OutputType.CHIP_TF,NaN,NaN,ETV6
1191,EFO:0002784 TF ChIP-seq FOXK2,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.7933183908462524,OutputType.CHIP_TF,NaN,NaN,FOXK2
1192,EFO:0002784 TF ChIP-seq FOXM1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,0.8194576501846313,OutputType.CHIP_TF,NaN,NaN,FOXM1
1193,EFO:0002784 TF ChIP-seq GABPA,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,single,false,1.061450719833374,OutputType.CHIP_TF,NaN,NaN,GABPA
1194,EFO:0002784 TF ChIP-seq GATAD2B,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,false,0.8049954771995544,OutputType.CHIP_TF,NaN,NaN,GATAD2B
